"","revenue","budget","primary_genre"
"6725",119940815,6e+07,"Crime"
"6726",180949000,3e+07,"Action"
"6731",80154140,6e+07,"Drama"
"6732",107071655,9500000,"Horror"
"6735",1e+07,7e+06,"Drama"
"6736",1569918,1.7e+07,"Drama"
"6737",23,1.2e+07,"Mystery"
"6739",52277485,3.2e+07,"Drama"
"6740",220673217,4.8e+07,"Comedy"
"6742",10012022,3e+06,"Drama"
"6782",2944752,6e+06,"Drama"
"6784",424988211,1.5e+08,"Adventure"
"6786",173398518,3.2e+07,"Comedy"
"6792",244931766,4e+07,"Comedy"
"6796",68514844,8e+07,"Animation"
"6797",212011111,1.5e+08,"Adventure"
"6798",7808524,3e+05,"Music"
"6802",141591324,4e+07,"Horror"
"6803",60427839,2e+07,"Drama"
"6804",3432342,8e+06,"Comedy"
"6806",76488889,2.3e+07,"Drama"
"6807",182290266,9e+07,"Thriller"
"6808",43935763,8e+07,"Action"
"6815",48878502,1.6e+07,"Action"
"6826",47624253,8500000,"Thriller"
"6828",79567667,1.2e+07,"Thriller"
"6835",9e+06,3900000,"Adventure"
"6842",40084041,6400000,"Comedy"
"6845",15556340,3e+07,"Action"
"6849",17218080,6.5e+07,"Action"
"6850",24046533,3500000,"Horror"
"6853",201957688,1.5e+07,"Comedy"
"6856",59509925,2.9e+07,"Action"
"6857",36144000,1250000,"Drama"
"6861",15379253,2e+07,"Fantasy"
"6865",16057580,2.5e+07,"Action"
"6866",44065653,1.5e+07,"Action"
"6867",221303188,2.2e+07,"Drama"
"6868",18532286,1.8e+07,"Drama"
"6870",24941969,17010000,"Comedy"
"6871",2.5e+07,4500000,"Drama"
"6872",6933459,1e+06,"Comedy"
"6879",4651977,3.5e+07,"Drama"
"6882",110996879,1.2e+07,"Comedy"
"6884",8089290,14500000,"Action"
"6892",24517,64000,"Drama"
"6893",14560247,9500000,"Comedy"
"6896",18707466,2.4e+07,"Action"
"6901",1276000,864000,"Drama"
"6904",2600000,886000,"Comedy"
"6911",3100000,2650000,"Drama"
"6914",1.1e+07,1e+05,"Drama"
"6919",9012000,3e+06,"Western"
"6921",1103757,531374,"Adventure"
"6925",42300873,5500000,"Action"
"6929",2281000,439000,"Music"
"6930",2850000,225000,"Comedy"
"6936",27187653,8e+06,"Drama"
"6939",177394432,3.1e+07,"Drama"
"6941",1439000,1152000,"Drama"
"6948",3301446,1e+06,"Adventure"
"6951",66673516,2e+07,"Action"
"6953",31755742,3.5e+07,"Action"
"6966",8556940,9e+05,"Comedy"
"6976",4409328,1.6e+07,"Action"
"6991",62646763,1.8e+07,"Romance"
"6992",456758981,1.4e+08,"Drama"
"6995",122919055,7e+07,"Adventure"
"6997",266728738,8e+07,"Drama"
"6998",33828318,5.5e+07,"Comedy"
"7001",1118888979,9.4e+07,"Adventure"
"7003",96542059,1e+07,"Comedy"
"7006",16942795,16500000,"Drama"
"7008",60378584,8e+06,"Crime"
"7009",190212113,4e+07,"Comedy"
"7010",173013509,7.9e+07,"Drama"
"7011",96269812,6e+07,"Action"
"7012",121975011,1e+08,"Adventure"
"7013",2281585,1.5e+07,"Drama"
"7017",12,2.3e+07,"Comedy"
"7021",171963386,4.2e+07,"Comedy"
"7023",46546197,4e+07,"Action"
"7026",26533200,6500000,"Drama"
"7037",1238080,10700000,"Action"
"7040",3283371,6e+06,"Action"
"7041",20423389,4.9e+07,"Action"
"7046",13290368,1.5e+07,"Romance"
"7076",14110589,3e+07,"Animation"
"7077",1044824,1.1e+07,"Drama"
"7102",96060858,1.3e+07,"Science Fiction"
"7103",16980098,1.7e+07,"Comedy"
"7105",6808550,5e+07,"Comedy"
"7108",819939,850000,"Drama"
"7109",65070412,1.8e+07,"Comedy"
"7110",16702864,1.8e+07,"Family"
"7111",64445708,2.8e+07,"Drama"
"7113",15121165,1.5e+07,"Drama"
"7122",11800000,70000,"Comedy"
"7133",4601043,2e+06,"Crime"
"7136",400200,1100000,"Drama"
"7140",19265302,1.8e+07,"Action"
"7141",196482882,7.5e+07,"Comedy"
"7142",1.4e+07,3e+07,"Comedy"
"7148",72266306,1300000,"Action"
"7150",1213880,1135654,"Action"
"7156",238227,12500000,"Action"
"7158",16209459,8500000,"Action"
"7163",6614280,3.9e+07,"Romance"
"7164",29331068,1.5e+07,"Comedy"
"7165",20796847,2.5e+07,"Comedy"
"7166",611899420,3e+07,"Drama"
"7167",5001655,8500000,"Comedy"
"7168",27685016,2.5e+07,"Drama"
"7169",25195000,5e+07,"Action"
"7171",79384880,4800000,"Comedy"
"7172",108103450,1e+08,"Western"
"7173",170268750,6e+07,"Comedy"
"7193",28818995,2.6e+07,"Comedy"
"7194",30411183,2.5e+07,"Comedy"
"7195",92913171,4e+07,"Thriller"
"7196",8112712,19250000,"Mystery"
"7201",7411659,1.9e+07,"Comedy"
"7203",1,12,"Fantasy"
"7208",102356381,2.8e+07,"Fantasy"
"7209",72258126,2e+07,"Science Fiction"
"7210",65470529,4.5e+07,"Action"
"7212",4856298,5e+06,"Romance"
"7214",36098382,3.5e+07,"Comedy"
"7216",5923000,3e+06,"Action"
"7219",16680836,1e+07,"Crime"
"7221",99318987,6.6e+07,"Fantasy"
"7222",103951461,1.1e+08,"Animation"
"7224",57223890,5.6e+07,"Adventure"
"7226",31179516,1.2e+07,"Comedy"
"7227",25819961,1.45e+08,"Western"
"7228",27388767,3.1e+07,"Family"
"7229",26155781,4e+07,"Comedy"
"7234",122700000,1.3e+07,"Drama"
"7235",5.5e+07,650000,"Horror"
"7242",29950000,5600000,"Action"
"7267",10609321,4500000,"Comedy"
"7271",11341016,2e+07,"Music"
"7272",152159461,3e+07,"Action"
"7273",54700105,3.3e+07,"Action"
"7276",2500000,6400000,"Drama"
"7278",96455697,3.7e+07,"Comedy"
"7279",130293714,7e+07,"Action"
"7283",30114487,2.5e+07,"Drama"
"7284",30016165,2.8e+07,"Action"
"7285",129042871,1.7e+07,"Comedy"
"7286",293793,6e+06,"Drama"
"7288",300257475,1.6e+08,"Horror"
"7289",62852,8e+05,"Drama"
"7292",497409852,1.75e+08,"Adventure"
"7299",6416302,5.5e+07,"Action"
"7303",12303411,4e+07,"Drama"
"7304",9e+07,850000,"Action"
"7330",111584787,9500000,"Action"
"7331",187500000,27500000,"Adventure"
"7334",1.6e+08,3.6e+07,"Adventure"
"7349",2400000,350000,"Drama"
"7350",8801940,1e+07,"Crime"
"7353",2500000,5e+05,"Drama"
"7362",37170057,1.2e+07,"Drama"
"7369",2280148,1.2e+07,"Comedy"
"7376",51718367,5900000,"Thriller"
"7387",4e+06,134000,"Thriller"
"7392",18300000,1e+06,"Action"
"7394",4.9e+07,5e+07,"Action"
"7399",570000,1070000,"Comedy"
"7402",9873044,2.5e+07,"Adventure"
"7442",22490039,4e+06,"Action"
"7449",3052000,2.5e+07,"History"
"7468",34505110,6e+05,"History"
"7493",1.1e+07,4638783,"Western"
"7501",5e+06,3716946,"Action"
"7512",191125,7e+06,"Drama"
"7536",1.2e+07,3e+06,"Drama"
"7543",8862354,1.1e+07,"Action"
"7549",447741,1300000,"Drama"
"7551",50750000,2.2e+07,"Drama"
"7554",10600497,8e+06,"Comedy"
"7555",1261000,4500000,"Horror"
"7559",1614266,2.5e+07,"Comedy"
"7560",107352,210000,"Horror"
"7562",8e+06,3e+05,"Action"
"7578",58831997,3352254,"Action"
"7590",3e+06,5e+05,"Drama"
"7595",1.2e+07,3500000,"Action"
"7597",144008,250000,"Drama"
"7598",18634643,3.4e+07,"Drama"
"7604",3788000,1271000,"Crime"
"7632",814666,950000,"Drama"
"7650",4e+07,2090000,"Comedy"
"7654",1345903,3.6e+07,"Drama"
"7664",5835247,4200000,"Horror"
"7679",2610000,1114000,"Drama"
"7689",68392977,7200000,"Drama"
"7709",7500000,6e+06,"Action"
"7712",21750000,2e+06,"Drama"
"7715",4.3e+07,8e+06,"Crime"
"7718",919838758,1.5e+08,"Adventure"
"7719",544272402,1.25e+08,"Action"
"7720",49718611,5e+07,"Drama"
"7721",14822346,1.6e+07,"Romance"
"7723",1062253,2500000,"Drama"
"7726",789804554,1.3e+08,"Adventure"
"7727",21148829,2.7e+07,"Mystery"
"7729",115772733,1.05e+08,"Action"
"7730",200804534,5e+07,"Animation"
"7731",1.02e+08,9e+07,"Action"
"7734",46118097,4e+05,"Comedy"
"7735",14683921,2.7e+07,"Drama"
"7736",38120905,1.2e+07,"Drama"
"7739",4371000,802000,"Drama"
"7752",1.4e+07,14320000,"Drama"
"7760",2200000,1.1e+07,"Drama"
"7768",485772,5e+06,"Comedy"
"7772",7800000,1e+06,"Action"
"7789",28575078,65000,"Documentary"
"7797",3.6e+07,360000,"Action"
"7811",5844868,6e+06,"Action"
"7812",1.1e+07,2300000,"Music"
"7828",72178895,1.1e+08,"Action"
"7830",167722310,2e+07,"Comedy"
"7831",219417255,6e+07,"Comedy"
"7833",113086475,3.7e+07,"Comedy"
"7835",115603229,2.9e+07,"Romance"
"7836",62172050,74500000,"Adventure"
"7846",3e+07,2e+06,"Comedy"
"7860",305070,2e+07,"Adventure"
"7867",20146880,5e+06,"Action"
"7879",65497208,14500000,"Action"
"7888",26713187,1880006,"Comedy"
"7902",389503,4e+06,"Action"
"7905",5e+06,2700000,"Drama"
"7907",28733290,1.5e+07,"Adventure"
"7910",783766341,2e+08,"Action"
"7912",15992615,2700000,"Drama"
"7914",203567857,1.2e+08,"Adventure"
"7915",90574188,2.6e+07,"Comedy"
"7917",70067909,1.9e+07,"Comedy"
"7918",347234916,1.2e+08,"Action"
"7935",5e+07,1.5e+07,"History"
"7939",288500217,7.5e+07,"Action"
"7940",82102379,1e+08,"Action"
"7941",1548955,6500000,"Romance"
"7943",24854765,5e+06,"Comedy"
"7962",2620000,1455000,"Western"
"7987",3569939,5e+06,"Fantasy"
"7994",11000863,2.2e+07,"Comedy"
"8012",100655,160000,"Comedy"
"8055",96105964,8e+07,"Drama"
"8056",28283637,5.7e+07,"Action"
"8057",256697520,6e+07,"Drama"
"8058",26781723,2500000,"Comedy"
"8072",217764291,6.5e+07,"Drama"
"8073",22034832,3.5e+07,"Comedy"
"8081",23936908,9e+06,"Comedy"
"8082",95149435,4e+07,"Comedy"
"8084",171183863,7e+07,"Adventure"
"8085",29170410,2e+07,"Adventure"
"8087",2037545,3e+06,"Drama"
"8088",69631118,1.9e+07,"Action"
"8089",78000586,8e+07,"Horror"
"8104",70992898,2e+07,"Adventure"
"8105",1.3e+07,2.7e+07,"Crime"
"8107",16123851,2.3e+07,"Drama"
"8108",12,1.6e+07,"Comedy"
"8109",16605763,2e+07,"Action"
"8110",13001257,3e+07,"Drama"
"8128",3109904,1200000,"Horror"
"8134",56422687,2.5e+07,"Action"
"8135",129394835,4.5e+07,"Horror"
"8138",21800302,3e+07,"Comedy"
"8139",57958696,7e+07,"Mystery"
"8140",41512007,3.1e+07,"Comedy"
"8144",117575636,4.2e+07,"Crime"
"8146",1914166,1.5e+07,"Comedy"
"8148",30039392,4e+06,"Horror"
"8155",4e+06,2e+06,"Drama"
"8168",14717854,6e+06,"Drama"
"8179",7191399,4.7e+07,"Action"
"8181",367275019,7.5e+07,"Animation"
"8182",74541707,6e+07,"Drama"
"8185",14867514,1.5e+07,"Music"
"8186",36609966,2.5e+07,"Thriller"
"8188",424760,7000,"Science Fiction"
"8190",170128460,5e+07,"Drama"
"8191",50907422,3.2e+07,"Music"
"8201",1500000,780000,"Action"
"8211",61255921,3e+07,"Drama"
"8212",1162014,218,"Documentary"
"8220",14793624,4.5e+07,"Comedy"
"8221",183474602,1e+07,"Horror"
"8222",13395939,6e+07,"Comedy"
"8223",109502303,1.6e+07,"Comedy"
"8224",8203235,5e+06,"Thriller"
"8231",103911669,1200000,"Horror"
"8232",124731534,4e+07,"Drama"
"8235",631442092,9.2e+07,"Action"
"8239",305875730,1.65e+08,"Adventure"
"8241",24829644,1.2e+07,"Drama"
"8242",61347797,6e+07,"Action"
"8243",40203020,5e+07,"Comedy"
"8244",116766556,2.5e+07,"Drama"
"8245",29385320,7e+06,"Drama"
"8246",347451894,1e+08,"Adventure"
"8247",40266982,5e+06,"Crime"
"8248",140161792,3e+07,"Animation"
"8251",167298192,1.55e+08,"War"
"8255",115505027,2.7e+07,"Drama"
"8258",362744280,1.1e+08,"Thriller"
"8259",128905366,6.5e+07,"Science Fiction"
"8260",1e+07,9e+05,"Comedy"
"8262",7100000,3e+06,"Comedy"
"8270",174318,1.6e+07,"Drama"
"8279",19724334,19885552,"Drama"
"8294",137365,17311,"Drama"
"8309",2.2e+07,245000,"Drama"
"8346",2200000,2e+05,"Comedy"
"8360",950000,243000,"Drama"
"8391",9172000,2e+06,"Adventure"
"8412",5363000,2627000,"Drama"
"8450",2841000,1243000,"Action"
"8454",3e+06,2500000,"Western"
"8459",2956000,3700000,"Music"
"8470",8e+06,3768785,"Action"
"8534",12800000,3500000,"Drama"
"8553",3274,15000,"Horror"
"8557",13680000,1.9e+07,"Adventure"
"8588",921548,8e+05,"Drama"
"8590",364937,280379,"Horror"
"8597",14873,3800000,"War"
"8601",6800000,5800000,"Action"
"8617",44566,747000,"Mystery"
"8619",3200000,2500000,"Action"
"8668",1e+06,7e+06,"Drama"
"8684",15200000,150000,"Action"
"8742",2e+06,2500000,"Crime"
"8766",51079064,6500000,"Comedy"
"8771",31063038,3400000,"Comedy"
"8777",1.2e+07,2.2e+07,"Action"
"8798",38200000,9e+06,"Action"
"8809",955401,48740,"Romance"
"8815",42313354,2.2e+07,"Science Fiction"
"8829",2494480,1e+07,"Action"
"8836",29450919,1e+07,"Drama"
"8856",6045657,9e+06,"Drama"
"8865",660537,3400000,"Comedy"
"8873",502758,5e+06,"Drama"
"8886",12308521,1.5e+07,"Comedy"
"8894",1579260,2.5e+07,"Science Fiction"
"8904",14182492,3e+06,"Horror"
"8921",354704,1300000,"Crime"
"8928",18172849,6900000,"Animation"
"8937",8266343,1.1e+07,"Comedy"
"8940",205068,2500000,"Comedy"
"8943",47410000,1e+07,"Action"
"8944",9243140,4e+07,"Drama"
"8949",24078196,6e+06,"Action"
"8966",259012,4e+06,"Drama"
"8969",4603929,1.7e+07,"Comedy"
"8979",3752426,1.3e+07,"Fantasy"
"8983",39673161,1.4e+07,"Action"
"9003",4836637,1.7e+07,"Action"
"9030",6739141,8e+06,"Action"
"9032",1528163,1.8e+07,"Adventure"
"9037",2970,5e+06,"Science Fiction"
"9119",1531251,2e+07,"Action"
"9142",229000,891000,"Documentary"
"9162",1.3e+07,5200000,"Drama"
"9174",15306000,1530000,"Drama"
"9212",19271312,1.2e+07,"Fantasy"
"9280",3849941,25697387,"Action"
"9323",4099000,2079000,"Drama"
"9344",1954937,4e+06,"Action"
"9353",5989640,8e+07,"Thriller"
"9393",209073645,1.4e+08,"Adventure"
"9407",163536,1.2e+07,"Romance"
"9412",7338987,5e+06,"Action"
"9419",460978,8256269,"Action"
"9431",14980005,3e+06,"Drama"
"9442",21126225,2.9e+07,"Drama"
"9452",38535221,12806000,"Drama"
"9454",55041367,8e+07,"Comedy"
"9461",162944923,8e+07,"Crime"
"9462",54667954,130000,"Drama"
"9470",11850214,6500000,"Drama"
"9474",21009180,4.5e+07,"Action"
"9475",603943,5e+05,"Crime"
"9476",161451538,5e+07,"Drama"
"9478",4069090,1e+07,"Drama"
"9485",1600000,7e+05,"Action"
"9489",365134,8e+06,"Comedy"
"9499",3515061,350000,"Documentary"
"9502",3166000,2600000,"Documentary"
"9511",7659918,8700000,"Animation"
"9512",1530216,6e+06,"Drama"
"9523",216763646,3e+07,"Drama"
"9530",3.8e+07,17500000,"Drama"
"9537",474968763,1.5e+08,"Adventure"
"9542",34808403,5e+07,"Adventure"
"9543",1.02e+08,1.16e+08,"Drama"
"9544",154648887,7e+07,"Music"
"9548",516642939,8e+07,"Comedy"
"9560",91196419,1e+07,"Drama"
"9580",2044892,1500000,"Action"
"9583",8e+06,3950000,"Action"
"9590",4,30,"Comedy"
"9599",16361885,1400000,"Action"
"9604",9e+06,1200000,"Animation"
"9612",1461989,1e+07,"Animation"
"9618",56681566,4.3e+07,"Action"
"9619",93772522,3e+07,"Comedy"
"9620",76669806,3e+07,"Drama"
"9629",1.61e+08,6e+06,"Drama"
"9630",869325,6e+06,"Action"
"9644",8009329,2.6e+07,"Comedy"
"9648",92180910,18339750,"Drama"
"9650",35294470,3e+07,"Thriller"
"9651",97918663,3.2e+07,"Adventure"
"9652",10442808,2e+07,"Action"
"9653",122644820,2.5e+07,"Horror"
"9655",67192859,2e+07,"Thriller"
"9656",47175038,1.5e+07,"Comedy"
"9678",2341309,3500000,"Action"
"9699",234710455,2.4e+07,"Fantasy"
"9703",41,500,"Comedy"
"9705",368100420,7e+07,"Comedy"
"9707",653621,2e+06,"History"
"9710",230884728,1e+08,"Drama"
"9712",32645546,1.4e+07,"Comedy"
"9724",3.2e+07,4200000,"Fantasy"
"9733",11500000,3e+06,"Drama"
"9734",100914445,2e+07,"Action"
"9764",19294901,3.5e+07,"Horror"
"9767",113006880,5.6e+07,"Action"
"9768",95226116,5.3e+07,"Comedy"
"9771",77944725,5.2e+07,"Mystery"
"9772",260696994,7.5e+07,"Animation"
"9774",212483,1.2e+07,"Drama"
"9796",6582052,1.3e+07,"Animation"
"9805",1.1e+07,7e+06,"War"
"9825",27645491,2.5e+07,"Drama"
"9829",68915888,3.5e+07,"Comedy"
"9839",6804016,3e+06,"Drama"
"9877",257043,5800000,"Drama"
"9888",712294,1500000,"Drama"
"9889",158733820,4e+07,"Action"
"9890",36351350,2.5e+07,"Comedy"
"9893",119269486,1.3e+08,"Action"
"9894",50451307,3e+07,"Comedy"
"9900",21435321,2.8e+07,"Comedy"
"9930",34562222,1.5e+07,"Drama"
"9976",2e+06,2995000,"Romance"
"9978",104478416,5e+07,"Adventure"
"9988",108047131,1.9e+07,"Horror"
"9997",3764219,4500000,"Drama"
"9998",9346177,9200000,"Western"
"10006",42886719,3e+07,"Comedy"
"10011",71073932,6e+07,"Action"
"10013",211643158,1.3e+08,"Drama"
"10014",68766121,4e+07,"Horror"
"10015",98410061,6500000,"Drama"
"10025",5273000,1300000,"Music"
"10062",50871113,4.5e+07,"Action"
"10070",8.5e+08,1.13e+08,"Science Fiction"
"10071",56070433,4.5e+07,"Romance"
"10072",154749918,4.3e+07,"Romance"
"10084",1574623,1e+06,"Drama"
"10090",532680671,7.5e+07,"Family"
"10093",2850263,2600000,"Action"
"10096",251495,3e+07,"Horror"
"10097",190320568,8.2e+07,"Comedy"
"10099",11838218,2.5e+07,"Action"
"10100",108539911,8.8e+07,"Romance"
"10101",39053061,2.5e+07,"Drama"
"10102",13411957,2.5e+07,"Drama"
"10105",478207520,1.1e+08,"Action"
"10106",69425966,5e+07,"Adventure"
"10112",120620,2e+06,"Drama"
"10121",3e+07,8250000,"Drama"
"10123",374218673,1.5e+08,"Action"
"10133",66002004,5e+07,"Comedy"
"10135",46770602,1.5e+07,"Horror"
"10136",131426169,8.5e+07,"Comedy"
"10149",3360000,1920000,"Drama"
"10150",2.4e+07,2515000,"Drama"
"10178",591739379,1.32e+08,"Adventure"
"10183",127392239,8e+06,"Documentary"
"10188",16809014,4.5e+07,"Comedy"
"10191",25473093,3e+07,"Drama"
"10193",330579719,1e+08,"Action"
"10194",1750211,3e+05,"Documentary"
"10197",285176741,4e+07,"Comedy"
"10204",23727301,1.3e+07,"Comedy"
"10216",23563727,8e+06,"Drama"
"10217",5728953,1500000,"Horror"
"10222",162949164,1.26e+08,"Action"
"10223",34252847,3e+07,"Comedy"
"10227",86369815,3.5e+07,"Adventure"
"10228",76932943,1.35e+08,"Action"
"10229",58405313,3e+07,"Romance"
"10241",38869464,3.9e+07,"Science Fiction"
"10246",45742101,1e+07,"Comedy"
"10254",176153,74050,"Drama"
"10256",143000,7500000,"Action"
"10258",110803676,5e+07,"Action"
"10262",22400154,2.2e+07,"Comedy"
"10263",91974818,4.3e+07,"Drama"
"10264",92374674,4.5e+07,"Action"
"10265",10166502,8e+07,"Action"
"10302",109449237,2.6e+07,"Comedy"
"10306",57891803,2.6e+07,"Horror"
"10310",1e+08,13200000,"Comedy"
"10322",19478106,3.5e+07,"Animation"
"10323",105316267,8.8e+07,"Adventure"
"10329",15007991,3e+07,"Action"
"10330",1046166,9e+06,"Comedy"
"10332",82466670,2.5e+07,"Drama"
"10333",85167639,3.2e+07,"Action"
"10335",102854431,5.8e+07,"Comedy"
"10336",7535331,2e+07,"Drama"
"10337",24127895,4.2e+07,"Crime"
"10339",10047674,1e+06,"Horror"
"10340",2697930,7e+06,"Comedy"
"10369",55987321,6e+07,"Adventure"
"10370",22944502,5e+07,"Action"
"10371",18637690,3e+06,"Comedy"
"10372",52304001,6.2e+07,"Action"
"10375",18618284,3e+07,"Drama"
"10384",144216468,1.9e+07,"Crime"
"10385",223387299,5.5e+07,"Thriller"
"10386",117195061,4e+07,"Romance"
"10388",60740827,3.2e+07,"Drama"
"10389",42093706,5e+07,"Crime"
"10390",15431177,2.5e+07,"Drama"
"10391",49084830,7e+06,"Crime"
"10399",44434439,5e+07,"Action"
"10401",866999,4e+06,"Fantasy"
"10412",192452832,3e+07,"Adventure"
"10414",15785148,1.5e+07,"Action"
"10426",27610873,3e+07,"Drama"
"10431",3500000,2700000,"Romance"
"10440",1e+07,1.7e+07,"Action"
"10445",11098131,1500000,"Comedy"
"10446",30526509,3.5e+07,"Comedy"
"10451",178043761,1.4e+07,"Drama"
"10453",52034889,5.7e+07,"Comedy"
"10454",25224242,3.5e+07,"Drama"
"10456",54600000,7e+06,"Drama"
"10461",5048693,2e+06,"Action"
"10465",46201432,1.8e+07,"Horror"
"10470",11588205,10284523,"Comedy"
"10475",8342132,5e+07,"Mystery"
"10477",142400065,7.5e+07,"Action"
"10480",12482775,2e+07,"Comedy"
"10481",152925093,4e+06,"Horror"
"10499",11875866,2.4e+07,"Action"
"10504",674918,14200000,"Drama"
"10508",8720000,1.7e+07,"Action"
"10518",96889998,7.2e+07,"Drama"
"10521",314432665,1.5e+08,"Animation"
"10525",17709155,2.2e+07,"Romance"
"10536",46442528,4e+07,"Drama"
"10539",9.4e+07,5e+07,"Drama"
"10544",57479076,2.2e+07,"Drama"
"10546",121147947,2.8e+07,"Drama"
"10550",27762648,1e+06,"Horror"
"10555",895921036,1.5e+08,"Adventure"
"10557",186438883,2.8e+07,"Drama"
"10558",31670620,4e+07,"Drama"
"10562",64321501,6.5e+07,"Family"
"10567",6856989,1.4e+07,"Drama"
"10570",72028752,4.5e+07,"Comedy"
"10586",85306374,1.5e+07,"Drama"
"10598",748806957,1.8e+08,"Adventure"
"10599",5.5e+08,2.07e+08,"Adventure"
"10600",162242962,8.5e+07,"Drama"
"10613",163169,1.5e+07,"Action"
"10617",17297244,1e+07,"Action"
"10624",84967,1.2e+07,"Comedy"
"10634",12036149,1.5e+07,"Adventure"
"10642",130358911,7e+07,"Drama"
"10643",38058335,4.5e+07,"Comedy"
"10644",13350369,1e+06,"Drama"
"10645",88933562,7e+07,"Comedy"
"10646",129181830,6e+07,"Comedy"
"10647",202026112,1e+08,"Comedy"
"10661",18564702,169000,"Comedy"
"10674",30536013,3e+07,"Drama"
"10701",9584131,1.2e+07,"Action"
"10702",2405420,2.5e+07,"Action"
"10703",80578934,4800000,"Horror"
"10705",2.8e+07,3.1e+07,"Drama"
"10707",38399961,4.5e+07,"Adventure"
"10708",51053787,1.5e+07,"Animation"
"10710",111340801,5e+07,"Fantasy"
"10719",3752325,7500000,"Drama"
"10721",358574,2.8e+07,"Adventure"
"10751",10496317,3.5e+07,"Action"
"10761",17496992,2.6e+07,"Drama"
"10762",138259062,4e+07,"Comedy"
"10763",122489822,2.5e+07,"Fantasy"
"10777",117719158,2.5e+07,"Horror"
"10782",11718595,3e+06,"Comedy"
"10795",5450815,1100000,"Fantasy"
"10797",69834815,5e+07,"Adventure"
"10798",82800000,4.5e+07,"Thriller"
"10803",66966987,1.5e+07,"Horror"
"10804",206871,4750000,"Fantasy"
"10807",14655628,37665000,"Drama"
"10808",113783,3500000,"Comedy"
"10809",120455994,4e+07,"Adventure"
"10810",48548426,2e+07,"Comedy"
"10811",9500000,1.7e+07,"Action"
"10812",57231524,6e+06,"Drama"
"10814",31070211,3e+07,"Science Fiction"
"10815",38159905,2.8e+07,"Comedy"
"10816",29907685,3.8e+07,"Horror"
"10818",65664721,5.5e+07,"Action"
"10825",128406887,5e+07,"Comedy"
"10827",660940780,8e+07,"Animation"
"10840",132511035,5.4e+07,"Action"
"10841",33889159,2e+07,"Comedy"
"10842",24793509,6500000,"Comedy"
"10843",2636637,1.3e+07,"Drama"
"10844",184376254,4.5e+07,"Crime"
"10845",9879971,3e+06,"Crime"
"10846",23006849,1.2e+07,"Fantasy"
"10848",2260622,2e+06,"Comedy"
"10855",1615018,1380000,"Crime"
"10858",69623713,1.5e+07,"Horror"
"10859",61112916,5e+07,"Comedy"
"10862",2438031,2.5e+07,"Comedy"
"10864",7e+07,2e+06,"Drama"
"10875",34742066,3e+07,"Music"
"10882",56308881,2.7e+07,"Drama"
"10886",85582407,12899867,"Comedy"
"10888",18948425,8e+06,"Drama"
"10893",27105095,9e+06,"Horror"
"10895",38629478,7e+07,"Crime"
"10896",3919254,475000,"Drama"
"10904",21170563,2e+07,"Drama"
"10909",1831348,1.8e+07,"Action"
"10913",13368437,6500000,"Comedy"
"10928",178262620,4.5e+07,"Comedy"
"10929",7022209,950000,"Drama"
"10936",3261638,8e+06,"Animation"
"10938",77920346,6e+07,"Action"
"10941",37384046,8e+07,"Family"
"10943",97607453,5e+07,"Horror"
"10944",253527,1601792,"Drama"
"10945",7314027,1.7e+07,"Comedy"
"10948",2227000,558000,"Drama"
"10952",27165581,6e+06,"Action"
"10953",397850012,1.5e+08,"Adventure"
"10958",87528173,5e+07,"Comedy"
"10959",76286096,1.5e+07,"Drama"
"10968",852872,8e+06,"Drama"
"10970",343397247,8e+07,"Comedy"
"10972",181674817,1.6e+08,"Adventure"
"10973",767820459,1.25e+08,"Thriller"
"10974",459359555,2.1e+08,"Adventure"
"10975",204999686,5.2e+07,"Romance"
"10977",95687,4e+05,"Drama"
"10980",461983149,1.2e+08,"Animation"
"10982",4386236,9600000,"Drama"
"10983",12762,1700000,"Comedy"
"10999",119188334,2.5e+07,"Drama"
"11001",80197993,3.2e+07,"Comedy"
"11002",114830111,4e+07,"Romance"
"11003",237681299,82500000,"Comedy"
"11008",326551094,3.5e+07,"Comedy"
"11009",1065659812,2e+08,"Adventure"
"11010",130431368,5.4e+07,"Comedy"
"11011",26888376,5e+06,"Comedy"
"11012",42285169,7.5e+07,"Drama"
"11020",60474340,4e+07,"Drama"
"11023",1678874,1e+06,"Documentary"
"11026",46243000,1e+06,"Documentary"
"11055",158468292,8.5e+07,"Action"
"11068",391081192,2.7e+08,"Adventure"
"11074",100523181,8e+06,"Comedy"
"11078",4491986,1.1e+07,"Crime"
"11088",135330182,2.5e+07,"Drama"
"11095",5.4e+07,1.2e+07,"Horror"
"11105",101595121,6.4e+07,"Comedy"
"11115",140175006,7.5e+07,"Animation"
"11121",62022014,3.3e+07,"Action"
"11122",31584901,4e+06,"Comedy"
"11123",162966177,72500000,"Comedy"
"11124",574480841,1.1e+08,"Action"
"11125",162945894,6.3e+07,"Drama"
"11126",53653224,3e+07,"Comedy"
"11127",9132000,2160000,"Drama"
"11131",163794509,1.35e+08,"Action"
"11139",307077295,5.5e+07,"Drama"
"11141",41009669,1.8e+07,"Comedy"
"11142",55181129,5e+07,"Fantasy"
"11147",1720953,750000,"Comedy"
"11153",42931041,1.2e+07,"Action"
"11156",5446000,4e+07,"Adventure"
"11160",10289,2e+07,"Drama"
"11162",72779000,5.1e+07,"Animation"
"11171",114194847,1.2e+07,"Music"
"11172",12506188,3.5e+07,"Family"
